id,lat,long,name,address,category,zip,phone,closed
kalari-vapor-los-angeles-2,34.02512,-118.27158,Kalari Vapor,2641 S Hill St Los Angeles CA 90007,vapeshops,90001,+12137491430,False
infeeling-los-angeles-4,34.0569934,-118.3086149,Infeeling,808 S Western Ave Ste 101 Los Angeles CA 90005,vapeshops,90001,+12133650016,False
vicious-vapor-lounge-torrance,33.8825530689,-118.325936,Vicious Vapor Lounge,16300 Crenshaw Blvd Ste 103 Torrance CA 90504,vapeshops,90001,+14242448273,False
i-smoke-4-less-los-angeles,34.0216445619,-118.371978645,I Smoke 4 Less,5786 Rodeo Rd Los Angeles CA 90016,tobaccoshops vapeshops,90001,+13237924509,False
ms-kittys-smokeshop-inglewood,33.9616551,-118.3500954,Ms Kitty's Smokeshop,412 E Manchester Blvd Inglewood CA 90301,vapeshops headshops,90001,+13107474884,False
vapeguyla-gardena,33.90242,-118.26566,Vapeguyla,545 E Rosecrans Ave Gardena CA 90248,vapeshops,90001,+15626768099,False
kookoo-smokes-lennox-2,33.9384536743,-118.353927612,Kookoo Smokes,4435 Lennox Blvd Lennox CA 90304,tobaccoshops vapeshops,90001,+13107354211,False
brazil-discount-tobacco-los-angeles-4,34.0777054,-118.2637584,Brazil Discount Tobacco,2107 W Sunset Blvd Los Angeles CA 90026,tobaccoshops vapeshops headshops,90001,+12133536122,False
tobacco-4-less-inglewood-4,33.9358139312,-118.326635308,Tobacco 4 Less,10925 Crenshaw Blvd Ste 103 Inglewood CA 90303,vapeshops tobaccoshops headshops,90001,+14243518435,False
lynwood-smokes-and-snacks-lynwood,33.9276257,-118.1851137,Lynwood Smokes & Snacks,11111 Atlantic Ave Lynwood CA 90262,headshops tobaccoshops vapeshops,90001,+13109338143,False
smoke1-smoke-shop-los-angeles,34.02711,-118.29115,Smoke1 Smoke Shop,3010 S Vermont Ave Los Angeles CA 90007,tobaccoshops vapeshops headshops,90001,+13235281024,False
vaper-dadz-whittier,34.0204555425,-118.158424377,Vaper Dadz,11244 E Whittier Blvd Whittier CA 90606,vapeshops,90001,+15625479835,False
la-vape-and-smoke-shop-los-angeles,34.0400390625,-118.254562378,La Vape and Smoke Shop,926 S Los Angeles St Ste 8 Los Angeles CA 90015,vapeshops,90001,+12136220756,False
price-check-los-angeles,34.045895,-118.243951,Price Check,305 E 4th St Los Angeles CA 90013,tobaccoshops vapeshops,90001,+12136131211,False
la-vaporz-wholesale-los-angeles,34.04532,-118.24363,LA VAPORZ Wholesale,417 South San Pedro St Los Angeles CA 90013,vapeshops,90001,+18003508273,False
a-and-z-smoke-shop-los-angeles,34.07664,-118.28716,A & Z Smoke Shop,301 N Virgil Ave Los Angeles CA 90004,tobaccoshops vapeshops,90001,+13236630137,False
sharifs-smoke-shop-inglewood,33.9618247747,-118.356740847,Sharif's Smoke Shop,151 W Manchester Blvd Inglewood CA 90301,tobaccoshops vapeshops headshops,90001,+13104387064,False
karas-market-and-tobacco-store-gardena,33.9012919857,-118.300071806,Karas Market & Tobacco Store,1332 W Rosecrans Ave Gardena CA 90247,vapeshops tobaccoshops convenience,90001,+13104065299,False
the-wall-street-vape-supply-co-los-angeles,34.04692,-118.24419,The Wall Street Vape Supply Co,330 Wall St Los Angeles CA 90013,vapeshops,90001,+12136283836,False
beverlywood-tobacco-los-angeles,34.053511,-118.383549,Beverlywood Tobacco,1434 S Robertson Blvd Los Angeles CA 90035,tobaccoshops vapeshops,90001,+13102470465,False
lindys-liquor-warehouse-inglewood,33.927544,-118.378077,Lindy's Liquor Warehouse,11720 Aviation Blvd Inglewood CA 90304,beer_and_wine vapeshops,90001,+13106436472,False
buzz-r-us-los-angeles-2,34.08328,-118.34932,Buzz"R"us,7318 Melrose Ave Ste C Los Angeles CA 90046,tobaccoshops headshops vapeshops,90001,+13239342899,False
jay-jay-smoke-and-gift-shop-cudahy-2,33.9653145,-118.1871173,Jay Jay Smoke & Gift Shop,7705 Atlantic Ave Ste C Cudahy CA 90201,vapeshops tobaccoshops,90001,+13234849314,False
lime-star-tobacco-torrance-2,33.8718757629,-118.325874329,Lime Star Tobacco,17430 Crenshaw Blvd Ste C Torrance CA 90504,tobaccoshops vapeshops,90002,+13105386820,False
prestige-smoke-and-vape-torrance,33.8765519004,-118.345415377,Prestige Smoke and Vape,4068 Redondo Beach Blvd Torrance CA 90504,tobaccoshops vapeshops,90002,+13105427000,False
boxmodz-vape-supplies-long-beach,33.87835,-118.17991,Boxmodz VAPE Supplies,6802 Lewis Ave Long Beach CA 90805,vapeshops,90002,+15624809927,False
biohazard-smoke-shop-downey-2,33.9311673,-118.1470453,Biohazard Smoke Shop,12121 Paramount Blvd Downey CA 90242,tobaccoshops vapeshops headshops,90002,+15628696030,False
smoke-for-less-compton,33.887154,-118.250314,Smoke For Less,909 S Central Ave Compton CA 90220,tobaccoshops vapeshops,90002,+13106041971,False
cherry-smoke-shop-long-beach-8,33.8668313,-118.1688667,Cherry Smoke Shop,6169 Cherry Ave Long Beach CA 90805,vapeshops headshops tobaccoshops,90002,+15623674573,False
friends-tobacco-and-more-gardena,33.901564186,-118.29373911,Friends Tobacco & More,1094 W Rosecrans Ave Gardena CA 90247,vapeshops tobaccoshops headshops,90002,+14242669630,False
asmodus-paramount-2,33.887897,-118.1511951,asMODus,15962 Downey Ave Paramount CA 90723,vapeshops wholesale_stores,90002,+15624080888,False
as-smoke-and-vape-shop-bellflower,33.8881086518,-118.142960072,A's Smoke & Vape Shop,16111 Lakewood Blvd Bellflower CA 90706,headshops vapeshops,90002,+15622063422,False
serenity-smoke-shop-long-beach,33.874965,-118.159646,Serenity Smoke Shop,2801 E Artesia Blvd Ste A Long Beach CA 90805,tobaccoshops vapeshops headshops,90002,+15624706611,False
maywood-tobacco-maywood-2,33.988164842,-118.192998022,Maywood Tobacco,4037 Slauson Ave Maywood CA 90270,vapeshops tobaccoshops headshops,90002,+13235539465,False
puff-n-stuff-depot-smoke-shop-los-angeles,33.96058,-118.30007,Puff N Stuff Depot Smoke Shop,8500 S Normandie Ave Los Angeles CA 90044,tobaccoshops vapeshops,90002,+13237505100,False
smokers-paradise-los-angeles-2,33.9168015,-118.2818909,Smoker's Paradise,417 W El Segundo Blvd Los Angeles CA 90061,vapeshops,90002,+14242440725,False
tropicana-vape-shop-los-angeles,34.1883392334,-118.388198853,Tropicana Vape Shop,6461 Lankershim Blvd Los Angeles CA 91606,vapeshops tobaccoshops mobilephonerepair,90002,+18182328810,False
tobacco-and-stuff-smoke-shop-paramount,33.889729,-118.15016,Tobacco & Stuff Smoke Shop,8527 Alondra Blvd Ste 137 Paramount CA 90723,tobaccoshops vapeshops,90002,+15626307771,False
vip-tobacco-and-cigars-gardena,33.8856251,-118.3181378,VIP Tobacco & Cigars,2211 W Redondo Beach Blvd Gardena CA 90247,tobaccoshops vapeshops headshops,90002,+13105321225,False
gardena-cigarettes-and-cigars-gardena,33.8918838501,-118.300033569,Gardena Cigarettes & Cigars,1367 W Redondo Beach Blvd Gardena CA 90247,tobaccoshops vapeshops,90002,+13105151828,False
sams-smoke-shop-hawthorne,33.9066776728,-118.36159531,Sam's Smoke Shop,13737 S Inglewood Ave Unit  101 Hawthorne CA 90250,tobaccoshops vapeshops,90003,+13107425701,False
alchemy-lounge-los-angeles,34.03986,-118.26721,Alchemy Lounge,604 W Pico Blvd Los Angeles CA 90015,venues vapeshops,90003,+12139844440,False
city-of-vape-los-angeles,34.0473,-118.24383,City of Vape,307 Boyd St Los Angeles CA 90013,vapeshops,90003,+12136281230,False
value-and-more-los-angeles,34.047172,-118.243453,Value and More,311 E Boyd St Los Angeles CA 90013,vapeshops,90003,+12136283210,False
shisha-a-to-z-los-angeles,34.0472723,-118.2427262,Shisha A to Z,312 E 3rd St Los Angeles CA 90013,tobaccoshops headshops vapeshops,90003,+12132657171,False
cali-kulture-los-angeles,34.0477556,-118.2437902,Cali Kulture,306 S Wall St Los Angeles CA 90013,tobaccoshops vapeshops,90003,+18559992254,False
e-juice-la-los-angeles,34.0470924377,-118.244537354,E-Juice LA,339 Wall St Ste G Los Angeles CA 90013,vapeshops,90003,+12136283779,False
gift-and-tobacco-hawthorne,33.9174232483,-118.352104187,Gift and Tobacco,12620 Hawthorne Blvd Ste C Hawthorne CA 90250,tobaccoshops giftshops vapeshops,90003,+13109731262,False
ik-smoke-shop-los-angeles,34.058509,-118.308555,IK Smoke Shop,730 S Western Ave Unit 105 Los Angeles CA 90005,vapeshops,90004,+12132632066,False
smoke-heaven-los-angeles,34.063721,-118.3008738,Smoke Heaven,3609 W 6th St Los Angeles CA 90020,vapeshops tobaccoshops,90004,+12136747266,False
smoke-shop-of-hollywood-los-angeles,34.0826380055,-118.291524262,Smoke Shop of Hollywood,628 N Vermont Ave Ste 2 Los Angeles CA 90004,vapeshops tobaccoshops,90004,+13239282463,False
los-angeles-vape-shop-los-angeles,34.09095,-118.30889,Los Angeles Vape Shop,1100 N Western Ave Ste 103 Los Angeles CA 90029,vapeshops,90004,+13236457999,False
sphinx-smoke-and-vape-shop-los-angeles-4,34.0691749,-118.2933999,Sphinx Smoke & Vape Shop,3559 W 3rd St Los Angeles Ca 1/2 Los Angeles CA 90020,tobaccoshops vapeshops headshops,90004,+12132632551,False
m-g-smokeshop-los-angeles,34.08052,-118.26991,M G Smokeshop,2607 W Sunset Blvd Los Angeles CA 90026,tobaccoshops vapeshops,90006,+12134830270,False
la-casa-del-tabaco-los-angeles,34.059856,-118.275243,La Casa Del Tabaco,2133 W 6th St Los Angeles CA 90057,vapeshops tobaccoshops giftshops,90006,+12135683695,False
mob-city-vape-los-angeles-3,34.0521158869,-118.244540799,Mob City Vape,Los Angeles CA,vapeshops,90006,+13236802226,False
samart-smoke-and-vape-shop-los-angeles,34.0620051,-118.3392183,SamArt Smoke & Vape Shop,5032 Wilshire Blvd Los Angeles CA 90036,vapeshops,90006,+13237465222,False
smoke-for-less-west-hollywood-8,34.091073,-118.367701,Smoke for Less,8205 Santa Monica Blvd Ste 2 West Hollywood CA 90046,tobaccoshops vapeshops,90008,+13238222954,False
the-vapor-spot-los-angeles,34.0408672,-118.428927,The Vapor Spot,2378 Westwood Blvd Los Angeles CA 90064,vapeshops,90008,+13102809652,False
nanas-vape-shop-culver-city-2,34.0149498886,-118.407369134,Nana's Vape Shop,10812 Washington Blvd Culver City CA 90232,vapeshops,90008,+13107362247,False
la-cloud-supply-los-angeles-2,34.0385246277,-118.431175232,LA Cloud Supply,10956 Pico Blvd Los Angeles CA 90064,vapeshops tobaccoshops headshops,90008,+14242932486,False
nirvana-smoke-and-vape-culver-city-7,34.01497,-118.40714,Nirvana Smoke & Vape,10800 Washington Blvd Culver City CA 90232,tobaccoshops vapeshops headshops,90008,+13105599420,False
del-rey-smoke-stacks-los-angeles,33.99269,-118.42347,Del Rey Smoke Stacks,4503 Centinela Ave Los Angeles CA 90066,tobaccoshops vapeshops headshops,90008,+14242899474,False
cig-zone-los-angeles-4,34.02602,-118.4271,Cig Zone,3130 S Sepulveda Blvd Los Angeles CA 90034,tobaccoshops vapeshops headshops,90008,+13104774229,False
el-segundo-vapery-el-segundo-2,33.9305018,-118.4162663,El Segundo Vapery,100 W Imperial Ave Ste E El Segundo CA 90245,vapeshops headshops,90008,+14243627242,False
teagardins-west-hollywood-6,34.08927,-118.37746,Teagardins,8531 Santa Monica Blvd West Hollywood CA 90069,vapeshops headshops,90008,+13108559168,False
wicked-spot-smoke-shop-los-angeles-4,34.0977190607,-118.364222263,Wicked Spot Smoke Shop,7982 Sunset Blvd Los Angeles CA 90046,headshops tobaccoshops vapeshops,90008,+13236457570,False
la-glass-los-angeles-2,34.0198782776,-118.407512206,La Glass,3752 Overland Ave Unit E Los Angeles CA 90034,tobaccoshops headshops vapeshops,90008,+14243414205,False
fadivape-los-angeles,34.0019340515,-118.425842285,Fadivape,3995 Inglewood Blvd Los Angeles CA 90066,vapeshops,90008,+13103135324,False
rise-up-boards-los-angeles,34.0932682722,-118.379519247,Rise Up Boards,Los Angeles CA 90046,paddleboarding vapeshops skateshops,90008,+13233808068,False
vape-and-smoke-shop-los-angeles,34.0978951,-118.3643222,Vape & Smoke Shop,7982 W Sunset Blvd Los Angeles CA 90046,vapeshops tobaccoshops,90008,+13236457570,False
city-of-smokes-los-angeles-2,34.0956525357,-118.344252453,City of Smokes,1335 N La Brea Ave Ste 1 Los Angeles CA 90028,headshops tobaccoshops vapeshops,90008,+13236066307,False
brazil-smoke-and-cigar-shop-los-angeles,34.0136222839,-118.416633606,Brazil Smoke and Cigar Shop,11127 Venice Blvd Ste 3 Los Angeles CA 90034,tobaccoshops vapeshops headshops,90008,+13102535002,False
la-cienega-smoke-shop-los-angeles,34.0572657,-118.3760751,La Cienega Smoke Shop,1080 S La Cienega Blvd Ste 104 Los Angeles CA 90035,headshops vapeshops,90008,+13106574611,False
smokers-culture-los-angeles-2,34.0837562569,-118.35369942,Smokers Culture,7511 Melrose Ave Los Angeles CA 90046,vapeshops tobaccoshops headshops,90008,+18186418366,False
dream-center-smoke-shop-los-angeles-4,33.9617577,-118.4211197,Dream Center Smoke Shop,8327 Lincoln Blvd Los Angeles CA 90045,tobaccoshops hookah_bars vapeshops,90009,+13106492500,False
diamon-hookah-los-angeles-2,33.960487,-118.378583,Diamon Hookah,5577 W Manchester Ave Los Angeles CA 90045,tobaccoshops venues vapeshops,90009,,False
tobacco-plus-culver-city,33.9943086,-118.3957068,Tobacco Plus,5415 Sepulveda Blvd Culver City CA 90230,tobaccoshops vapeshops,90016,+14245002416,False
vitastik-beverly-hills,34.0693498,-118.4050138,VitaStik,433 N Camden Dr Ste 600 Beverly Hills CA 90210,vapeshops,90016,+13106108482,False
vapor-outlet-los-angeles,34.0569382,-118.3961411,Vapor Outlet,1100 S Beverly Dr Los Angeles CA 90035,vapeshops,90016,+13105042700,False
the-vape-unit-monterey-park,34.0403442383,-118.143295288,The Vape Unit,2099 S Atlantic Blvd Ste N Monterey Park CA 91754,vapeshops,90022,+13233182408,False
la-vapor-works-montebello,34.0179755,-118.1056192,LA Vapor Works,524 N Montebello Blvd Montebello CA 90640,tobaccoshops vapeshops,90022,+13237120044,False
vapor-times-monterey-park,34.0625579567,-118.123878166,Vapor Times,149 W Garvey Ave Monterey Park CA 91754,vapeshops,90022,+16269995918,False
vape-society-monterey-park,34.06274,-118.12961,Vape Society,501 W Garvey Ave Ste 106 Monterey Park CA 91754,vapeshops,90022,+16265452080,False
the-hype-smoke-shop-alhambra,34.0679113,-118.14935,The Hype Smoke Shop,2142 S Fremont Ave Alhambra CA 91803,vapeshops,90022,+16269405624,False
thehookah-com-montebello-2,33.9855384827,-118.132453918,The Hookah,7111 Telegraph Rd Montebello CA 90640,tobaccoshops vapeshops,90022,+13237277230,False
the-vape-inn-montebello-4,34.003616944,-118.114269823,The Vape Inn,564 S Greenwood Ave Montebello CA 90640,vapeshops,90022,+13234522420,False
vaporsmoke-los-angeles,34.0600566069,-118.174190781,VapORsmoke,1691 N Eastern Ave Los Angeles CA 90063,vapeshops,90022,,False
happy-bros-smoke-shop-and-novelty-store-los-angeles,34.0313,-118.44692,Happy Bros Smoke Shop & Novelty Store,11747 W Pico Blvd Los Angeles CA 90064,tobaccoshops vapeshops,90024,+13104733725,False
the-vapor-spot-vapor-bar-and-vape-shop-sherman-oaks-2,34.1543592483,-118.448890947,The Vapor Spot- Vapor Bar and Vape Shop,4553 Van Nuys Blvd Sherman Oaks CA 91403,vapeshops,90024,+18187848206,False
the-vapor-spot-los-angeles-11,34.098354,-118.354134,The Vapor Spot,7551 Sunset Blvd Los Angeles CA 90046,tobaccoshops vapeshops,90024,+13238459930,False
vapor-delight-santa-monica-4,34.01287,-118.48308,Vapor Delight,1855 Lincoln Blvd Santa Monica CA 90404,tobaccoshops vapeshops headshops,90024,+13109862076,False
vapor-shop-and-lounge-of-sherman-oaks-los-angeles-2,34.1488914,-118.4357376,Vapor Shop & Lounge of Sherman Oaks,13909 Ventura Blvd Los Angeles CA 91423,vapeshops,90024,+18189079377,False
vape-place-los-angeles-5,34.03152,-118.44644,Vape Place,11725 W Pico Blvd Los Angeles CA 90064,vapeshops,90024,+14242930212,False
venice-vapor-lab-marina-del-rey,33.990837,-118.446235,Venice Vapor Lab,13464 W Washington Blvd Marina Del Rey CA 90292,vapeshops,90024,+13107516598,False
101-smoke-shop-los-angeles-2,34.1299379296,-118.348853733,101 Smoke Shop,3266 W Cahuenga Blvd Los Angeles CA 90068,tobaccoshops vapeshops,90024,+13237985551,False
studio-city-smoke-shop-studio-city,34.1406599,-118.37167,Studio City Smoke Shop,11046 Ventura Blvd Studio City CA 91604,vapeshops tobaccoshops headshops,90024,+18188216496,False
chill-n-vape-lounge-studio-city,34.1400099,-118.37647,Chill N Vape Lounge,11314 Ventura Blvd Studio City CA 91604,vapeshops,90024,+18183086911,False
elite-smoke-shop-los-angeles-5,34.1332393,-118.3573699,Elite Smoke Shop,3535 Cahuenga Blvd W Ste 101 Los Angeles CA 90068,tobaccoshops vapeshops,90024,+13239635767,False
endless-vapors-la-studio-city-7,34.1395366,-118.3788958,Endless Vapors LA,11392 Ventura Blvd Studio City CA 91604,vapeshops headshops,90024,+18182170724,False
the-vapor-shop-vape-bar-and-vape-lounge-los-angeles-6,34.0980949,-118.3431129,The Vapor Shop - Vape Bar and Vape Lounge,7061 Sunset Blvd Ste A Los Angeles CA 90028,vapeshops tobaccoshops,90024,+13237450090,False
magic-vape-house-santa-monica-3,34.0187734365,-118.490446284,Magic Vape House,1439 Lincoln Blvd Santa Monica CA 90401,vapeshops headshops,90024,+13239096840,False
smoke-spot-los-angeles,34.0601626,-118.4468575,Smoke Spot,10953 Kinross Ave Los Angeles CA 90024,tobaccoshops headshops vapeshops,90024,+13108248840,False
the-smoke-shop-los-angeles-8,34.0980949,-118.3431129,The Smoke Shop,7061 W Sunset Blvd Ste B Los Angeles CA 90028,vapeshops tobaccoshops,90024,+13237450090,False
blue-dream-la-studio-city-2,34.141482,-118.388125,Blue Dream LA,11709 Ventura Blvd Studio City CA 91604,vapeshops headshops,90024,+18188216688,False
venice-smoke-free-life-e-cigs-venice,33.9929147,-118.4787717,Venice Smoke Free Life E-Cigs,517 Ocean Front Walk Ste 3 Venice CA 90291,vapeshops,90024,+13104503934,False
smoke-spa-sherman-oaks,34.1469033785,-118.461059712,Smoke Spa,15030 Ventura Blvd Unit 18 Sherman Oaks CA 91403,vapeshops tobaccoshops,90024,+18184653970,False
quick-silver-and-crystal-venice-2,33.9894919,-118.4758359,Quick Silver & Crystal,1101 Ocean Front Walk Venice CA 90291,vapeshops,90024,+13103996623,False
lala-land-los-angeles-2,33.9875950261,-118.474129844,Lala Land,1421 Ocean Front Walk Los Angeles CA 90291,vapeshops headshops,90024,+13103991489,False
state-beach-liquor-store-santa-monica-3,34.028031,-118.518738,State Beach Liquor Store,14801 Pacific Coast Hwy Santa Monica CA 90402,beer_and_wine grocery vapeshops,90024,+13102303222,False
v-for-vape-los-angeles-5,34.10255,-118.29219,V For Vape,1727 N Vermont Ave Ste 210 Los Angeles CA 90027,vapeshops,90027,+13239282148,False
brazil-smoke-and-vape-shop-los-angeles-2,34.0999088609,-118.292491052,Brazil Smoke & Vape Shop,1555 N Vermont Ave Los Angeles CA 90027,tobaccoshops vapeshops,90027,+13236692679,False
hollywood-house-of-smokes-los-angeles,34.0994979538,-118.308986879,Hollywood House of Smokes,1550 N Western Ave Los Angeles CA 90027,tobaccoshops vapeshops headshops,90027,+13234985958,False
d-smoke-shop-los-angeles-2,34.09843,-118.30178,D Smoke shop,5133 Sunset Blvd Los Angeles CA 90027,tobaccoshops headshops vapeshops,90027,+13239129223,False
the-vape-shop-los-angeles-6,34.1036354,-118.3385478,The Vape Shop,1770 N Highland Ave Ste J Fl 2 Los Angeles CA 90028,vapeshops,90028,+13234509178,False
vape-shop-hollywood-los-angeles,34.1017249,-118.3318566,Vape Shop Hollywood,6521 Hollywood Blvd Los Angeles CA 90028,vapeshops tobaccoshops,90028,+13237450440,False
the-tobacco-factory-los-angeles,34.10033,-118.32926,The Tobacco Factory,1616 N Cahuenga Los Angeles CA 90028,tobaccoshops vapeshops headshops,90028,+13234985525,False
the-smoke-shop-hollywood-los-angeles,34.1017249,-118.3318566,The Smoke Shop Hollywood,6521 Hollywood Blvd Los Angeles CA 90028,vapeshops tobaccoshops,90028,+13237450440,False
cosmo-smoke-shop-los-angeles,34.101333,-118.328962,Cosmo Smoke Shop,6368 Hollywood Blvd Los Angeles CA 90028,vapeshops tobaccoshops,90028,+13234985682,False
vapewood-los-angeles,34.1017265,-118.3314972,VapeWood,6509 Hollywood Blvd Los Angeles CA 90028,vapeshops,90028,+13234642537,False
tatuaje-cigars-los-angeles,34.0978851,-118.3534902,Tatuaje Cigars,7518 W Sunset Blvd Los Angeles CA 90046,vapeshops,90028,+13235124427,False
the-vape-society-glendale,34.1337674281,-118.255539404,The Vape Society,1023 S Brand Blvd Unit C Glendale CA 91204,vapeshops,90029,+18182456710,False
mr-smokes-glendale-3,34.1332733852,-118.25155981,Mr Smokes,1104 S Glendale Ave Glendale CA 91205,tobaccoshops vapeshops,90029,+18186961008,False
vapejuicedepot-glendale,34.13505,-118.26396,VapeJuiceDepot,4551 San Fernando Rd Unit 207 Glendale CA 91204,vapeshops,90029,+14247779098,False
aa-smoke-shop-los-angeles,34.1049875,-118.2578318,AA Smoke Shop,2334 Fletcher Dr Los Angeles CA 90039,tobaccoshops vapeshops,90029,+13234269724,False
vapeology-la-electronic-cigarettes-los-angeles-2,34.0901909,-118.2118378,Vapeology LA Electronic Cigarettes,3714 N Figueroa St Los Angeles CA 90065,vapeshops,90031,+13232220744,False
vapegoat-los-angeles-4,34.12084198,-118.205123901,Vapegoat,5054 York Blvd Los Angeles CA 90042,vapeshops,90031,+13234746570,False
kingdom-smoke-shop-los-angeles,34.12118,-118.20387,Kingdom Smoke Shop,5121 York Blvd Los Angeles CA 90042,tobaccoshops vapeshops,90031,+13236751004,False
vape-smoke-shop-1-los-angeles,34.0858073,-118.1783471,Vape Smoke Shop 1,4852 Huntington Dr S Los Angeles CA 90032,vapeshops headshops,90031,+13236126240,False
acti-vape-alhambra,34.07798,-118.128334,Acti Vape,500 W Valley Blvd Unit C Alhambra CA 91803,vapeshops,90032,+16268726287,False
super-vape-alhambra-alhambra,34.0977104,-118.1548825,Super Vape Alhambra,200 Huntington Dr N Alhambra CA 91801,vapeshops,90032,+16262812800,False
the-vape-theory-glendale,34.1412783,-118.2547851,The Vape Theory,420 S Brand Blvd Glendale CA 91204,vapeshops,90039,+18182433499,False
citi-smoke-shop-glendale-2,34.1439,-118.24799,Citi Smoke Shop,216 S Glendale Ave Glendale CA 91205,tobaccoshops vapeshops,90039,+18185008002,False
cosmic-cloud-glendale-2,34.14293,-118.23911,Cosmic Cloud,1215 E Colorado St Glendale CA 91205,headshops tobaccoshops vapeshops,90039,+16266560941,False
